complaint_text,crime_category
"ACTION REQUIRED: Dear User, your number won the first prize in our annual lucky draw. Pay Rs 2,500 tax to receive Rs 299.",Financial Fraud
IMPORTANT: Prize Notification: You won a gold coin! Pay Rs 12.60 Lakhs insurance and handling to receive it.,Financial Fraud
Found charges of ₹150000 on my IndusInd Bank credit card statement for subscriptions I never signed up for.,Financial Fraud
A fake crypto exchange website stole ₹150000 worth of my digital assets when I tried to trade.,Investment Scam
Your ITR for 2023 is overdue. Pay a penalty of Rs 25 Lakhs or resolve here: [Link] This is your final notice.,Phishing
"Technology Consultant - Outside Sales Apply below using link #URL_00962c0bdac3ecf40b2931cbb6493290c8712818f9b055eb964210d5ecab508a# SkyNet Managed Technology Services, a leading IT consulting firm based in Columbus, Ohio, is seeking a dynamic sales professional who can hunt, identify opportunities, and sell technology solutions and professional services. This is a consultative sales position dealing directly with a variety of business contacts from C-Level to Administrative. Experience in selling technology services will give you the advantage. Responsibilities: Actively pursue new business opportunities through prospecting, cold calling, qualifying, scheduling appointments, and networking Meet or exceed targeted monthly, quarterly, and annual sales activity and sales revenue goals Maintain the Customer Relationship Management (CRM) database of client and prospect information Manage activities, leads, opportunities, and sales pipeline Requirements: Bachelor's degree or equivalent preferred Minimum 3 years consultative business-to-business sales experience Demonstrated success in prospecting, cold calling, qualifying and overcoming objections Familiarity with technology industry Exceptional verbal, written, interpersonal, and presentation communication skills Customer focused attitude ensuring the highest level of support to our customer base Professional appearance and conduct Ability to quickly establish rapport with a variety of business decision makers Ability to understand and execute a professional sales methodology Understanding of Microsoft Office products Experience with CRM High energy, self starter SkyNet Managed Technology Services was founded in 2002 to provide technology support to small and medium sized businesses. We cover a wide-range of solutions for businesses throughout the country. Everything from project consulting, internet solutions, and a complete IT department. Our objective is to eradicate the hassles of IT from our client's lives and let them focus on dominating in their industry. Excellent compensation plan includes base pay, commissions, performance incentives, training and benefits. To Apply: E-mail resume and cover letter with salary requirements to .",Job/Employment Scam
Someone contacted me on social media claiming to be a crypto expert. I paid ₹20000 for their trading signals course but it was fake.,Investment Scam
"Dear Customer, This is a national security case. You must stay in a closed room and remain on this video call for interrogation. Do not delay.",Financial Fraud
Electricity Office: Your power will be disconnected 10:30 PM. Call officer 9065XXXXXX to verify payment.,Phishing
"Java Developer Director of Quality Assurance Nomis is searching for a Director of Quality Assurance to lead our Quality Engineering group and own the quality and consistency of product development, customer implementation, and operations. Who We Are &amp; What We Build Our top-notch people, proven Hadoop technology stack, and complex analytics are tackling big data challenges at banks every day to deliver mission critical customer, pricing, and product mix insights that benefit banks and their customers. Our vision is to transform consumer banking and play quite a bit of table tennis along the way. Who You Are Your middle name is Quality, and you are obsessed with continuously raising the bar. You are a hands-on, inspirational leader that balances thoroughness, efficiency, and tight timeframes. You are passionate about building a world-class Quality Engineering group and improving banking – there is a lot to be done. Responsibilities Unify and own quality engineering across products, implementations, and operations Mentor a team of on/offshore quality engineers, create a pervasive quality culture, and gamify testing Define an analytic testing methodology that includes synthetic data sets, expert models, and vertical configuration Partner with other teams to continuously adapt testing to meet constraints while maximizing its utility Establish metrics to benchmark product quality against non/functional requirements and customer satisfaction Continually innovate and automate a robust and rapid testing infrastructure",Job/Employment Scam
